date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-07-31,18.4,19.6,19.0,18.4,29185.92,0.63,3.43,19.302,19.43,19.273,21475.71,22905.37,24381.46
2018-07-30,19.68,19.69,18.37,18.22,25688.0,-1.27,-6.47,19.538,19.496,19.312,21924.61,21798.72,23887.46
2018-07-27,19.72,19.9,19.64,19.47,11255.0,-0.06,-0.3,19.826,19.622,19.361,21152.81,21813.35,23503.36
2018-07-26,19.81,19.9,19.7,19.45,16223.0,-0.1,-0.51,19.808,19.619,19.374,23254.18,25088.61,23953.73
2018-07-25,20.11,20.16,19.8,19.72,25026.62,-0.38,-1.88,19.632,19.651,19.345,24029.0,29945.38,23814.78
2018-07-24,19.78,20.32,20.18,19.51,31430.45,0.37,1.87,19.558,19.491,19.32,24335.04,29727.96,23269.05
2018-07-23,19.4,19.83,19.81,19.3,21829.0,0.26,1.33,19.454,19.381,19.275,21672.83,28258.61,22583.84
2018-07-20,18.79,19.65,19.55,18.6,21761.81,0.73,3.88,19.418,19.301,19.229,22473.89,27444.97,22194.7
2018-07-19,19.33,19.47,18.82,18.78,20097.13,-0.61,-3.14,19.43,19.215,19.198,26923.03,27176.39,21917.08
2018-07-18,19.75,20.2,19.43,19.38,26556.79,-0.23,-1.17,19.67,19.153,19.19,35861.76,26722.46,22270.55
2018-07-17,19.65,19.71,19.66,19.28,18119.4,0.03,0.15,19.424,19.115,19.216,35120.89,25857.56,21849.22
2018-07-16,19.61,19.76,19.63,19.31,25834.32,0.02,0.1,19.308,19.127,19.212,34844.39,25976.21,22376.65
2018-07-13,19.77,20.1,19.61,19.47,44007.53,-0.41,-2.05,19.184,19.099,19.318,32416.05,25193.37,22284.41
2018-07-12,18.18,20.02,20.02,18.18,64790.76,1.82,10.0,19.0,19.128,19.457,27429.74,22818.86,21013.35
2018-07-11,18.21,18.7,18.2,17.96,22852.42,-0.88,-4.61,18.636,19.038,19.569,17583.17,17684.19,19616.58
2018-07-10,19.09,19.25,19.08,18.85,16736.9,0.07,0.37,18.806,19.148,19.824,16594.22,16810.15,20585.78
2018-07-09,18.75,19.09,19.01,18.6,13692.62,0.32,1.71,18.946,19.169,20.089,17108.02,16909.07,22289.9
2018-07-06,18.3,18.9,18.69,17.8,19076.0,0.49,2.69,19.014,19.157,20.354,17970.7,16944.43,23283.41
2018-07-05,19.05,19.25,18.2,18.2,15557.9,-0.85,-4.46,19.256,19.181,20.617,18207.99,16657.77,23892.54
2018-07-04,19.78,19.78,19.05,18.83,17907.7,-0.73,-3.69,19.44,19.227,20.908,17785.21,17818.63,25434.02
2018-07-03,19.35,19.79,19.78,19.0,19305.9,0.43,2.22,19.49,19.316,21.11,17026.07,17840.89,25700.48
2018-07-02,20.1,20.22,19.35,19.15,18006.0,-0.55,-2.76,19.392,19.296,21.229,16710.11,18777.09,25372.52
2018-06-29,19.13,19.94,19.9,19.03,20262.43,0.78,4.08,19.3,19.536,21.358,15918.15,19375.44,25406.09
2018-06-28,19.34,19.54,19.12,19.02,13444.0,-0.18,-0.93,19.106,19.786,21.473,15107.55,19207.84,25772.34
2018-06-27,19.32,19.65,19.3,19.11,14112.0,0.01,0.05,19.014,20.1,21.603,17852.05,21548.98,27292.43
2018-06-26,18.3,19.38,19.29,18.16,17726.13,0.4,2.12,19.142,20.5,21.845,18655.71,24361.42,27757.39
2018-06-25,19.15,19.35,18.89,18.61,14046.2,-0.04,-0.21,19.2,21.008,22.079,20844.08,27670.74,28445.71
2018-06-22,18.66,19.13,18.93,18.19,16209.43,0.27,1.45,19.772,21.55,22.378,22832.73,29622.39,30122.63
2018-06-21,20.29,20.3,18.66,18.1,27166.48,-1.28,-6.42,20.466,22.052,22.72,23308.13,31127.32,33621.77
2018-06-20,19.62,20.4,19.94,19.59,18130.31,0.36,1.84,21.186,22.588,23.092,25245.9,33049.41,35518.81
2018-06-19,20.88,20.89,19.58,19.58,28667.96,-2.17,-9.98,21.858,22.904,23.373,30067.13,33560.08,36799.58
2018-06-15,22.4,22.59,21.75,21.21,23989.45,-0.65,-2.9,22.816,23.162,23.669,34497.4,31967.95,37908.82
2018-06-14,22.25,22.52,22.4,21.98,18586.43,0.14,0.63,23.328,23.18,23.832,36412.06,31436.75,38276.6
2018-06-13,23.17,23.39,22.26,21.7,36855.36,-1.04,-4.46,23.638,23.16,23.955,38946.51,32336.85,39226.19
2018-06-12,24.01,24.43,23.3,22.59,42236.43,-1.07,-4.39,23.99,23.106,24.073,40852.92,33035.88,39272.07
2018-06-11,24.31,25.4,24.37,24.11,50819.33,0.06,0.25,23.95,23.189,24.182,37053.03,31153.35,39534.56
2018-06-08,23.95,24.35,24.31,23.32,33562.73,0.36,1.5,23.508,23.149,24.234,29438.51,29220.69,39100.93
2018-06-07,23.97,24.27,23.95,23.65,31258.7,-0.07,-0.29,23.032,23.206,24.275,26461.44,30622.88,40973.67
2018-06-06,23.1,24.5,24.02,22.92,46387.4,0.92,3.98,22.682,23.388,24.401,25727.18,36116.22,43164.29
2018-06-05,22.28,23.18,23.1,22.28,23237.0,0.94,4.24,22.222,23.595,24.522,25218.84,37988.22,45292.06
2018-06-04,22.4,22.4,22.16,21.99,12746.7,0.23,1.05,22.428,23.841,24.646,25253.67,40039.08,50303.29
2018-06-01,22.2,22.47,21.93,21.62,18677.4,-0.27,-1.22,22.79,24.175,24.806,29002.87,43849.68,54808.6
2018-05-31,21.85,22.59,22.2,21.85,27587.4,0.48,2.21,23.38,24.484,24.948,34784.31,45116.44,60132.7
2018-05-30,23.92,23.92,21.72,21.72,43845.7,-2.41,-9.99,24.094,24.749,25.003,46505.27,46115.54,61453.89
2018-05-29,23.76,24.51,24.13,23.42,23411.17,0.16,0.67,24.968,25.04,25.074,50757.6,45508.27,61445.05
2018-05-28,24.87,24.88,23.97,23.97,31492.7,-0.91,-3.66,25.254,25.175,25.01,54824.49,47915.76,63596.99
2018-05-25,25.44,25.45,24.88,24.71,47584.59,-0.89,-3.45,25.56,25.318,24.953,58696.49,48981.16,64924.59
2018-05-24,26.13,27.15,25.77,25.7,86192.18,-0.32,-1.23,25.588,25.344,24.855,55448.57,51324.47,66078.75
2018-05-23,25.5,26.2,26.09,25.22,65107.35,0.53,2.07,25.404,25.413,24.671,45725.8,50212.36,63213.69
2018-05-22,25.4,25.7,25.56,24.88,43745.63,0.06,0.23,25.112,25.448,24.427,40258.93,52595.9,61391.27
2018-05-21,25.25,25.94,25.5,25.22,50852.7,0.48,1.92,25.096,25.451,24.243,41007.03,60567.5,61130.29
2018-05-18,24.63,25.13,25.02,24.51,31345.0,0.17,0.68,25.076,25.436,24.109,39265.83,65767.51,61595.6
2018-05-17,24.65,24.95,24.85,24.24,37578.34,0.22,0.89,25.1,25.411,23.938,47200.36,75148.96,61694.57
2018-05-16,25.12,25.15,24.63,24.51,37773.0,-0.85,-3.34,25.422,25.256,23.755,54698.92,76792.25,61360.64
