date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-07-31,25.76,26.28,25.97,25.76,13218.81,0.22,0.85,26.404,27.358,28.421,25170.11,27101.74,44654.43
2018-07-30,25.97,25.97,25.75,25.1,18361.0,-0.32,-1.23,26.978,27.67,28.701,28955.55,29873.0,48311.23
2018-07-27,26.25,26.5,26.07,26.01,19751.0,-0.07,-0.27,27.508,28.085,28.971,30739.7,31694.6,53507.15
2018-07-26,28.23,28.23,26.14,26.12,45810.0,-1.95,-6.94,27.936,28.509,29.197,32040.7,35419.12,57956.43
2018-07-25,28.91,29.04,28.09,28.06,28709.76,-0.75,-2.6,28.34,28.986,29.363,27935.9,39147.67,60115.11
2018-07-24,28.53,29.0,28.84,28.11,32146.0,0.44,1.55,28.312,29.113,29.488,29033.36,42475.2,65152.56
2018-07-23,28.0,28.72,28.4,27.68,27281.76,0.19,0.67,28.362,29.235,29.538,30790.45,46995.37,71384.59
2018-07-20,28.01,28.66,28.21,28.0,26256.0,0.05,0.18,28.662,29.243,29.566,32649.5,48819.47,76289.91
2018-07-19,27.82,28.78,28.16,27.67,25286.0,0.21,0.75,29.082,29.232,29.472,38797.53,53309.76,80902.47
2018-07-18,29.09,29.36,27.95,27.76,34197.04,-1.14,-3.92,29.632,29.306,29.522,50359.44,57964.0,86280.85
2018-07-17,29.85,29.85,29.09,28.52,40931.45,-0.81,-2.71,29.914,29.483,29.618,55917.03,62207.13,91293.44
2018-07-16,29.81,30.49,29.9,29.42,36577.0,-0.41,-1.35,30.108,29.731,29.612,63200.28,66749.46,96071.53
2018-07-13,30.34,30.86,30.31,29.91,56996.15,-0.6,-1.94,29.824,29.856,29.597,64989.44,75319.7,100739.07
2018-07-12,29.4,31.68,30.91,29.4,83095.57,1.55,5.28,29.382,29.884,29.426,67822.0,80493.75,102575.96
2018-07-11,29.42,29.9,29.36,28.0,61985.0,-0.7,-2.33,28.98,29.739,29.33,65568.55,81082.54,103658.58
2018-07-10,28.38,30.99,30.06,27.86,77347.7,1.58,5.55,29.052,29.863,29.18,68497.23,87829.91,101439.61
2018-07-09,27.68,28.59,28.48,27.66,45522.77,0.38,1.35,29.354,29.841,28.874,70298.64,95773.82,97953.38
2018-07-06,27.5,29.3,28.1,26.05,71158.94,-0.8,-2.77,29.888,29.889,28.665,85649.96,103760.35,96052.59
2018-07-05,30.49,32.05,28.9,28.55,71828.36,-0.82,-2.76,30.386,29.712,28.455,93165.51,108495.17,92842.39
2018-07-04,31.0,31.5,29.72,28.47,76628.36,-1.85,-5.86,30.498,29.738,28.242,96596.53,114597.69,89717.31
2018-07-03,30.8,31.79,31.57,29.9,86354.79,0.42,1.35,30.674,29.752,27.971,107162.6,120379.75,86244.42
2018-07-02,29.9,32.5,31.15,29.39,122279.36,0.56,1.83,30.328,29.493,27.589,121248.99,125393.59,82263.91
