name,code,pe
向日葵,"300111",115.667
吉药控股,"300108",23.703
乐视网,"300104",31.207
乾照光电,"300102",122.0
双林股份,"300100",18.171
精准信息,"300099",114.259
高新兴,"300098",41.979
华伍股份,"300095",58.779
国联水产,"300094",61.0
荃银高科,"300087",102.4
奥克股份,"300082",64.0
易成新能,"300080",144.988
数码科技,"300079",25.63
思创医惠,"300078",21.578
数字政通,"300075",47.029
华平股份,"300074",62.603
三聚环保,"300072",28.181
碧水源,"300070",28.017
南都电源,"300068",30.417
三川智慧,"300066",34.112
海兰信,"300065",44.088
天龙集团,"300063",10.308
中能电气,"300062",13.0
康旗股份,"300061",39.45
万顺股份,"300057",57.259
万邦达,"300055",60.921
鼎龙股份,"300054",21.784
合康新能,"300048",16.957
星辉娱乐,"300043",17.27
回天新材,"300041",39.653
九洲电气,"300040",20.641
上海凯宝,"300039",19.606
新宙邦,"300037",14.439
超图软件,"300036",25.362
中科电气,"300035",70.3
钢研高纳,"300034",48.518
宝通科技,"300031",38.15
红日药业,"300026",19.773
宝德股份,"300023",58.95
大禹节水,"300021",31.618
银江股份,"300020",50.565
中元股份,"300018",29.864
爱尔眼科,"300015",62.089
新宁物流,"300013",72.75
鼎汉技术,"300011",51.378
天海防务,"300008",15.869
汉威科技,"300007",43.742
探路者,"300005",18.524
乐普医疗,"300003",68.592
神州泰岳,"300002",24.912
特锐德,"300001",55.52
卫光生物,"002880",27.82
天圣制药,"002872",21.376
伟隆股份,"002871",32.748
绿康生化,"002868",22.913
周大生,"002867",25.783
洁美科技,"002859",17.714
三晖电气,"002857",40.433
捷荣技术,"002855",31.7
道道全,"002852",11.869
威星智能,"002849",34.213
泰嘉股份,"002843",49.196
视源股份,"002841",33.917
道恩股份,"002838",34.397
同为股份,"002835",13.785
弘亚数控,"002833",39.465
比音勒芬,"002832",34.235
裕同科技,"002831",24.222
星网宇达,"002829",19.814
纳尔股份,"002825",28.286
和胜股份,"002824",20.337
中装建设,"002822",11.485
凯莱英,"002821",20.418
桂发祥,"002820",26.398
东方中科,"002819",73.473
富森美,"002818",21.971
黄山胶囊,"002817",40.855
和科达,"002816",50.789
崇达技术,"002815",28.433
创新股份,"002812",60.493
山东赫达,"002810",36.885
苏州恒久,"002808",28.683
吉宏股份,"002803",102.186
微光股份,"002801",17.232
天顺股份,"002800",55.906
环球印务,"002799",67.097
帝王洁具,"002798",75.046
世嘉科技,"002796",41.324
通宇通讯,"002792",32.302
坚朗五金,"002791",15.08
建艺集团,"002789",36.093
鹭燕医药,"002788",30.674
银宝山新,"002786",35.5
万里石,"002785",106.75
可立克,"002782",96.963
奇信股份,"002781",42.979
三夫户外,"002780",44.808
高科石化,"002778",62.158
久远银海,"002777",32.113
柏堡龙,"002776",34.473
众兴菌业,"002772",21.971
科迪乳业,"002770",28.188
普路通,"002769",26.196
先锋电子,"002767",66.967
索菱股份,"002766",32.786
蓝黛传动,"002765",14.516
华通医药,"002758",34.103
永兴特钢,"002756",32.771
昇兴股份,"002752",35.276
龙津药业,"002750",39.991
世龙实业,"002748",33.012
埃斯顿,"002747",41.593
仙坛股份,"002746",14.792
木林森,"002745",48.594
光华科技,"002741",83.333
爱迪尔,"002740",45.947
葵花药业,"002737",31.231
国信证券,"002736",23.268
王子新材,"002735",71.478
利民股份,"002734",28.867
雄韬股份,"002733",44.054
燕塘乳业,"002732",41.836
萃华珠宝,"002731",43.897
电光科技,"002730",95.083
特一药业,"002728",38.851
一心堂,"002727",31.526
龙大肉食,"002726",20.094
跃岭股份,"002725",48.321
海洋王,"002724",33.477
麦趣尔,"002719",108.154
友邦吊顶,"002718",31.122
岭南园林,"002717",37.433
牧原股份,"002714",26.449
思美传媒,"002712",41.412
欧浦智网,"002711",29.882
天赐材料,"002709",36.236
光洋股份,"002708",45.986
良信电器,"002706",18.477
新宝股份,"002705",15.758
浙江世宝,"002703",40.0
海欣食品,"002702",109.307
奥瑞金,"002701",12.184
新疆浩源,"002700",51.211
美盛文化,"002699",45.366
博实股份,"002698",65.25
百洋股份,"002696",55.598
煌上煌,"002695",91.722
睿康股份,"002692",79.574
美亚光电,"002690",39.663
远大智能,"002689",70.635
金河生物,"002688",26.0
亿利达,"002686",41.409
宏大爆破,"002683",84.111
龙洲股份,"002682",56.842
奋达科技,"002681",31.935
长生生物,"002680",30.755
福建金森,"002679",116.5
珠江钢琴,"002678",67.938
浙江美大,"002677",51.406
东诚药业,"002675",53.608
兴业科技,"002674",43.011
西部证券,"002673",32.19
东江环保,"002672",25.0
国盛金控,"002670",23.538
康达新材,"002669",60.537
首航节能,"002665",79.75
长鹰信质,"002664",44.983
普邦股份,"002663",94.0
京威股份,"002662",7.788
克明面业,"002661",33.947
雪迪龙,"002658",38.375
万润科技,"002654",36.222
海思科,"002653",25.595
扬子新材,"002652",28.68
利君股份,"002651",74.4
加加食品,"002650",55.385
卫星石化,"002648",46.667
青青稞酒,"002646",31.855
华宏科技,"002645",69.292
佛慈制药,"002644",86.588
万润股份,"002643",11.989
荣之联,"002642",30.792
永高股份,"002641",17.68
跨境通,"002640",62.483
赞宇科技,"002637",24.667
金安国纪,"002636",30.832
棒杰股份,"002634",78.889
道明光学,"002632",100.25
德尔未来,"002631",36.655
仁智股份,"002629",99.5
成都路桥,"002628",120.302
宜昌交运,"002627",47.849
金达威,"002626",35.627
光启技术,"002625",111.182
瑞和股份,"002620",13.079
艾格拉斯,"002619",23.519
长青集团,"002616",20.031
哈尔斯,"002615",20.295
北玻股份,"002613",105.09
朗姿股份,"002612",30.415
东方精工,"002611",87.533
爱康科技,"002610",62.0
捷顺科技,"002609",46.065
江苏国信,"002608",30.667
以岭药业,"002603",32.229
世纪华通,"002602",70.592
江粉磁材,"002600",32.545
盛通股份,"002599",43.741
山东章鼓,"002598",54.022
海南瑞泽,"002596",54.727
豪迈科技,"002595",20.767
比亚迪,"002594",33.75
日上集团,"002593",42.6
万安科技,"002590",45.111
瑞康医药,"002589",13.035
史丹利,"002588",16.386
奥拓电子,"002587",29.0
围海股份,"002586",67.923
双星新材,"002585",35.221
未名医药,"002581",29.537
闽发铝业,"002578",113.25
明牌珠宝,"002574",95.125
清新环境,"002573",28.694
索菲亚,"002572",25.405
唐人神,"002567",18.897
顺灏股份,"002565",43.5
森马服饰,"002563",19.019
亚威股份,"002559",28.599
巨人网络,"002558",49.265
洽洽食品,"002557",22.957
三七互娱,"002555",39.435
惠博普,"002554",36.154
南方轴承,"002553",41.598
尚荣医疗,"002551",34.615
千红制药,"002550",30.444
金新农,"002548",24.095
春兴精工,"002547",49.125
新联电子,"002546",45.273
万和电气,"002543",23.155
中化岩土,"002542",55.0
鸿路钢构,"002541",28.082
亚太科技,"002540",25.999
云图控股,"002539",43.143
司尔特,"002538",24.824
海联金汇,"002537",16.683
西泵股份,"002536",46.063
杭锅股份,"002534",34.194
金杯电工,"002533",21.553
新界泵业,"002532",17.75
天顺风能,"002531",26.593
新时达,"002527",34.857
浙江众成,"002522",86.167
齐峰新材,"002521",32.586
银河电子,"002519",12.231
科士达,"002518",24.881
蓝丰生化,"002513",33.406
中顺洁柔,"002511",25.926
天汽模,"002510",33.556
天广中茂,"002509",34.296
老板电器,"002508",30.94
搜于特,"002503",20.538
骅威文化,"002502",23.486
利源精制,"002501",17.448
山西证券,"002500",57.882
汉缆股份,"002498",25.077
佳隆股份,"002495",110.725
荣盛石化,"002493",20.066
恒基达鑫,"002492",46.074
通鼎互联,"002491",27.427
大金重工,"002487",37.308
江海股份,"002484",34.204
润邦股份,"002483",26.15
广田集团,"002482",31.0
双塔食品,"002481",96.2
富春环保,"002479",32.935
常宝股份,"002478",18.0
雏鹰农牧,"002477",15.893
立讯精密,"002475",36.083
双环传动,"002472",32.5
中超控股,"002471",46.999
申通快递,"002468",19.724
海格通信,"002465",39.4
众应互联,"002464",23.858
沪电股份,"002463",59.744
嘉事堂,"002462",28.936
珠江啤酒,"002461",65.412
益生股份,"002458",12.312
百川股份,"002455",54.824
松芝股份,"002454",19.621
长高集团,"002452",26.9
康得新,"002450",33.817
中原内配,"002448",24.918
盛路通信,"002446",24.917
中南文化,"002445",46.867
巨星科技,"002444",22.569
金洲管道,"002443",72.083
众业达,"002441",35.704
誉衡药业,"002437",20.584
兴森科技,"002436",42.538
长江润发,"002435",36.75
万里扬,"002434",32.667
棕榈股份,"002431",93.667
兆驰股份,"002429",14.348
胜利精密,"002426",50.713
凯撒文化,"002425",24.063
贵州百灵,"002424",44.0
科伦药业,"002422",59.146
达实智能,"002421",37.509
毅昌股份,"002420",99.6
康盛股份,"002418",55.824
爱施德,"002416",50.725
海康威视,"002415",32.274
高德红外,"002414",130.71
雷科防务,"002413",94.0
汉森制药,"002412",56.481
必康股份,"002411",40.567
广联达,"002410",50.928
齐翔腾达,"002408",47.643
多氟多,"002407",25.75
远东传动,"002406",34.293
爱仕达,"002403",27.902
和而泰,"002402",64.786
中远海科,"002401",61.424
海普瑞,"002399",49.415
梦洁股份,"002397",42.857
星网锐捷,"002396",33.463
双象股份,"002395",60.362
联发股份,"002394",10.164
力生制药,"002393",49.46
北京利尔,"002392",40.374
长青股份,"002391",32.978
信邦制药,"002390",54.733
南洋科技,"002389",105.941
天原集团,"002386",100.974
大北农,"002385",31.0
合众思壮,"002383",39.042
双箭股份,"002381",58.769
科远股份,"002380",47.111
亚厦股份,"002375",32.25
丽鹏股份,"002374",25.15
千方科技,"002373",46.366
伟星新材,"002372",24.591
亚太药业,"002370",24.211
太极股份,"002368",31.609
康力电梯,"002367",15.844
永安药业,"002365",98.259
中恒电气,"002364",34.724
隆基机械,"002363",52.75
神剑股份,"002361",26.55
同德化工,"002360",32.939
赫美集团,"002356",66.845
杰瑞股份,"002353",121.0
顺丰控股,"002352",47.453
漫步者,"002351",54.267
北京科锐,"002350",26.12
精华制药,"002349",21.11
高乐股份,"002348",112.027
格林美,"002340",75.222
积成电子,"002339",43.048
奥普光电,"002338",32.568
科华恒盛,"002335",45.164
英威腾,"002334",86.174
罗普斯金,"002333",57.964
仙琚制药,"002332",33.583
皖通科技,"002331",48.086
皇氏集团,"002329",20.899
新朋股份,"002328",31.19
永太科技,"002326",31.8
洪涛股份,"002325",44.182
普利特,"002324",20.019
理工环科,"002322",46.579
久立特材,"002318",36.0
众生药业,"002317",20.855
日海通讯,"002313",138.636
海大集团,"002311",41.455
东方园林,"002310",36.176
中利集团,"002309",116.667
威创股份,"002308",48.864
洋河股份,"002304",32.297
美盈森,"002303",41.764
齐心集团,"002301",63.143
太阳电缆,"002300",29.35
圣农发展,"002299",24.304
中电鑫龙,"002298",36.675
信立泰,"002294",29.241
罗莱生活,"002293",31.807
中科新材,"002290",98.308
宇顺电子,"002289",63.329
奇正藏药,"002287",47.99
保龄宝,"002286",80.0
世联行,"002285",29.73
亚太股份,"002284",43.35
天润曲轴,"002283",33.765
光迅科技,"002281",18.618
联络互动,"002280",43.0
友阿股份,"002277",12.567
万马股份,"002276",36.957
桂林三金,"002275",24.075
水晶光电,"002273",52.077
东方雨虹,"002271",32.615
华明装备,"002270",19.723
卫 士 通,"002268",66.176
陕天然气,"002267",17.647
浙富控股,"002266",136.333
恩华药业,"002262",29.179
拓维信息,"002261",38.947
利尔化学,"002258",46.725
海陆重工,"002255",55.537
泰和新材,"002254",125.8
川大智胜,"002253",110.235
上海莱士,"002252",60.708
大洋电机,"002249",29.348
帝龙文化,"002247",23.704
北化股份,"002246",58.1
澳洋顺昌,"002245",43.175
滨江集团,"002244",18.826
通产丽星,"002243",107.5
九阳股份,"002242",20.319
歌尔股份,"002241",13.667
奥特佳,"002239",9.341
天威视讯,"002238",19.531
恒邦股份,"002237",49.591
塔牌集团,"002233",23.36
启明信息,"002232",88.74
合兴包装,"002228",41.9
江南化工,"002226",79.786
三 力 士,"002224",25.441
鱼跃医疗,"002223",27.775
东华能源,"002221",39.015
天宝食品,"002220",21.471
合力泰,"002217",14.836
大立科技,"002214",103.429
南洋股份,"002212",138.571
飞马国际,"002210",8.373
合肥城建,"002208",29.588
海 利 得,"002206",9.87
国统股份,"002205",147.561
海亮股份,"002203",24.894
金风科技,"002202",16.871
云投生态,"002200",64.593
嘉应制药,"002198",106.532
证通电子,"002197",97.833
二三四五,"002195",19.152
如意集团,"002193",125.231
劲嘉股份,"002191",20.087
广百股份,"002187",23.435
全 聚 德,"002186",39.757
华天科技,"002185",21.559
怡 亚 通,"002183",30.52
云海金属,"002182",15.822
粤 传 媒,"002181",30.453
中航光电,"002179",31.164
江特电机,"002176",72.214
东方网络,"002175",95.411
游族网络,"002174",34.897
创新医疗,"002173",48.346
澳洋科技,"002172",15.605
楚江新材,"002171",17.458
芭田股份,"002170",62.807
智光电气,"002169",15.456
莱茵生物,"002166",65.625
红 宝 丽,"002165",27.045
汉钟精机,"002158",39.93
正邦科技,"002157",11.673
通富微电,"002156",60.895
湖南黄金,"002155",77.417
石基信息,"002153",70.722
广电运通,"002152",13.074
西部材料,"002149",85.548
北纬科技,"002148",29.065
中核钛白,"002145",119.0
宏达高科,"002144",24.667
印纪传媒,"002143",21.065
宁波银行,"002142",9.856
东华科技,"002140",59.722
顺络电子,"002138",32.0
麦达数字,"002137",25.932
东南网架,"002135",113.833
广宇集团,"002133",24.55
恒星科技,"002132",57.667
利欧股份,"002131",7.297
沃尔核材,"002130",29.881
中环股份,"002129",66.25
银轮股份,"002126",25.778
梦网集团,"002123",34.2
科陆电子,"002121",37.811
韵达股份,"002120",32.409
康强电子,"002119",83.381
东港股份,"002117",30.467
中国海诚,"002116",30.606
三维通信,"002115",138.244
天润数娱,"002113",147.568
威海广泰,"002111",32.5
沧州明珠,"002108",13.873
沃华医药,"002107",81.357
莱宝高科,"002106",33.567
信隆健康,"002105",82.857
恒宝股份,"002104",42.634
冠福股份,"002102",43.036
广东鸿图,"002101",28.855
天康生物,"002100",20.707
海翔药业,"002099",39.133
山河智能,"002097",85.44
南岭民爆,"002096",88.889
青岛金王,"002094",35.377
国脉科技,"002093",99.217
金智科技,"002090",43.611
新 海 宜,"002089",138.25
鲁阳节能,"002088",30.511
新野纺织,"002087",20.507
东方海洋,"002086",113.375
万丰奥威,"002085",29.189
海鸥卫浴,"002084",36.681
孚日股份,"002083",15.952
金 螳 螂,"002081",24.906
中材科技,"002080",42.835
苏州固锝,"002079",49.167
雪 莱 特,"002076",44.787
国轩高科,"002074",17.681
长城影视,"002071",20.163
獐子岛,"002069",69.08
瑞泰科技,"002066",91.491
宏润建设,"002062",24.476
浙江交科,"002061",125.833
粤 水 电,"002060",16.563
云南旅游,"002059",81.291
中钢天源,"002057",70.128
横店东磁,"002056",17.852
云南能投,"002053",24.328
中工国际,"002051",13.739
三花智控,"002050",41.458
宁波华翔,"002048",16.178
宝鹰股份,"002047",26.667
国光电器,"002045",115.571
兔 宝 宝,"002043",34.5
华孚时尚,"002042",23.034
登海种业,"002041",24.498
南 京 港,"002040",40.428
黔源电力,"002039",37.842
双鹭药业,"002038",50.326
华帝股份,"002035",35.44
苏 泊 尔,"002032",24.825
达安基因,"002030",115.267
思源电气,"002028",30.203
分众传媒,"002027",27.615
山东威达,"002026",29.923
航天电器,"002025",36.967
科华生物,"002022",30.966
京新药业,"002020",31.476
华信国际,"002018",41.25
东信和平,"002017",35.917
永新股份,"002014",19.25
中航机电,"002013",27.297
盾安环境,"002011",87.667
传化智联,"002010",92.5
天奇股份,"002009",54.571
大族激光,"002008",70.451
华兰生物,"002007",33.063
伟星股份,"002003",17.471
鸿达兴业,"002002",21.319
新 和 成,"002001",36.273
豫能控股,"001896",10.51
宗申动力,"001696",24.115
华润三九,"000999",21.77
隆平高科,"000998",60.707
新 大 陆,"000997",37.44
闽东电力,"000993",110.714
诚志股份,"000990",59.517
九 芝 堂,"000989",26.0
华工科技,"000988",59.192
越秀金控,"000987",29.186
大庆华科,"000985",72.962
银亿股份,"000981",41.95
众泰汽车,"000980",69.813
浪潮信息,"000977",58.64
银泰资源,"000975",74.101
佛塑科技,"000973",45.692
高升控股,"000971",57.84
中科三环,"000970",42.967
安泰科技,"000969",106.853
蓝焰控股,"000968",17.22
盈峰环境,"000967",26.147
长源电力,"000966",10.2
天保基建,"000965",21.276
华东医药,"000963",18.333
东方钽业,"000962",128.875
中南建设,"000961",65.891
首钢股份,"000959",82.982
东方能源,"000958",10.02
中通客车,"000957",10.465
广济药业,"000952",24.504
中国重汽,"000951",28.71
新乡化纤,"000949",38.585
南天信息,"000948",120.62
紫光股份,"000938",59.194
冀中能源,"000937",88.406
华西股份,"000936",9.985
一汽夏利,"000927",42.633
海信科龙,"000921",18.5
南方汇通,"000920",41.957
金陵药业,"000919",25.266
嘉凯城,"000918",33.409
电广传媒,"000917",36.042
钱江摩托,"000913",24.861
大亚圣象,"000910",23.333
数源科技,"000909",137.26
景峰医药,"000908",15.179
浙商中拓,"000906",25.469
厦门港务,"000905",27.564
云内动力,"000903",12.143
新洋丰,"000902",22.791
航天科技,"000901",89.31
赣能股份,"000899",13.825
鞍钢股份,"000898",31.614
津滨发展,"000897",124.742
双汇发展,"000895",20.598
欢瑞世纪,"000892",13.548
法 尔 胜,"000890",18.351
茂业通信,"000889",36.33
峨眉山Ａ,"000888",28.713
中鼎股份,"000887",22.724
湖北能源,"000883",16.143
华联股份,"000882",58.925
潍柴重机,"000880",132.571
新 希 望,"000876",14.017
张 裕Ａ,"000869",26.503
三湘印象,"000863",8.948
海印股份,"000861",33.889
顺鑫农业,"000860",28.184
五 粮 液,"000858",45.551
高鸿股份,"000851",65.33
华茂股份,"000850",46.0
承德露露,"000848",21.739
财信发展,"000838",59.644
贵糖股份,"000833",113.333
天音控股,"000829",38.375
东莞控股,"000828",14.508
启迪桑德,"000826",25.044
京山轻机,"000821",64.611
方大化工,"000818",75.898
德展健康,"000813",12.776
冰轮环境,"000811",11.594
创维数字,"000810",14.667
北京文化,"000802",15.49
中水渔业,"000798",80.287
中国武夷,"000797",22.63
盐湖股份,"000792",78.606
泰合健康,"000790",36.468
长江证券,"000783",18.545
新兴铸管,"000778",45.364
中核科技,"000777",58.909
广发证券,"000776",18.143
中航飞机,"000768",108.445
漳泽电力,"000767",80.541
斯太尔,"000760",94.833
漳州发展,"000753",17.013
国海证券,"000750",21.25
普洛药业,"000739",25.913
航发控制,"000738",77.894
振华科技,"000733",35.22
燕京啤酒,"000729",67.297
国元证券,"000728",15.653
鲁 泰Ａ,"000726",12.918
美锦能源,"000723",22.0
湖南发展,"000722",30.767
中原传媒,"000719",14.379
苏宁环球,"000718",13.853
丰乐种业,"000713",95.286
锦龙股份,"000712",41.195
河钢股份,"000709",27.267
大冶特钢,"000708",18.326
浙江震元,"000705",58.929
厦门信达,"000701",106.667
模塑科技,"000700",21.423
沈阳化工,"000698",14.19
惠天热电,"000692",44.276
宝新能源,"000690",27.333
华讯方舟,"000687",49.365
东北证券,"000686",15.621
中山公用,"000685",16.246
山推股份,"000680",138.857
大连友谊,"000679",18.417
当代东方,"000673",59.109
金鸿控股,"000669",34.2
美好置业,"000667",12.51
经纬纺机,"000666",25.325
湖北广电,"000665",21.646
天夏智慧,"000662",32.341
长春高新,"000661",57.435
金科股份,"000656",18.464
格力电器,"000651",21.23
仁和药业,"000650",17.6
西王食品,"000639",56.033
茂化实华,"000637",48.583
英 力 特,"000635",40.611
合金投资,"000633",143.44
顺发恒业,"000631",28.5
铜陵有色,"000630",144.0
高新发展,"000628",87.234
天茂集团,"000627",18.5
远大控股,"000626",16.2
长安汽车,"000625",5.941
吉林敖东,"000623",12.164
恒立实业,"000622",42.338
新华联,"000620",23.036
海螺型材,"000619",37.678
中油资本,"000617",19.355
焦作万方,"000612",100.0
绵石投资,"000609",24.333
华媒控股,"000607",27.682
神州易桥,"000606",110.468
渤海股份,"000605",82.0
韶能股份,"000601",17.585
青岛双星,"000599",45.929
兴蓉环境,"000598",18.414
古井贡酒,"000596",41.509
太阳能,"000591",10.495
启迪古汉,"000590",53.743
北部湾港,"000582",21.121
广东甘化,"000576",74.261
粤宏远Ａ,"000573",15.54
海马汽车,"000572",30.071
新大洲Ａ,"000571",139.604
苏常柴Ａ,"000570",49.636
泸州老窖,"000568",47.338
渝三峡Ａ,"000565",13.654
陕国投Ａ,"000563",26.755
烽火电子,"000561",54.0
昆百大Ａ,"000560",136.686
万向钱潮,"000559",25.785
神州信息,"000555",44.179
靖远煤电,"000552",37.977
创元科技,"000551",66.667
江铃汽车,"000550",12.458
金圆股份,"000546",29.281
金浦钛业,"000545",41.667
中原环保,"000544",28.66
皖能电力,"000543",10.36
佛山照明,"000541",11.199
粤电力Ａ,"000539",27.278
云南白药,"000538",35.654
华映科技,"000536",11.896
穗恒运Ａ,"000531",9.354
大冷股份,"000530",17.226
广弘控股,"000529",38.556
红 太 阳,"000525",100.36
岭南控股,"000524",105.273
广州浪奇,"000523",100.75
美菱电器,"000521",18.771
中兵红箭,"000519",78.364
渝 开 发,"000514",45.942
丽珠集团,"000513",37.46
金路集团,"000510",85.939
绿景控股,"000502",60.471
山东路桥,"000498",17.857
张家界,"000430",46.263
粤高速Ａ,"000429",16.0
东阿阿胶,"000423",23.072
南京公用,"000421",18.02
吉林化纤,"000420",111.47
通程控股,"000419",32.589
小天鹅Ａ,"000418",37.64
合肥百货,"000417",22.173
英特集团,"000411",47.595
华意压缩,"000404",12.866
金 融 街,"000402",12.415
许继电气,"000400",14.332
潍柴动力,"000338",14.607
美的集团,"000333",25.659
东方市场,"000301",48.595
申万宏源,"000166",20.296
常山北明,"000158",30.214
丰原药业,"000153",55.381
中成股份,"000151",37.735
宜华健康,"000150",18.739
TCL 集团,"000100",27.591
中信海直,"000099",66.929
广聚能源,"000096",24.727
深圳机场,"000089",33.358
盐 田 港,"000088",46.022
海王生物,"000078",31.582
特发信息,"000070",15.58
华侨城Ａ,"000069",12.21
北方国际,"000065",18.368
深圳华强,"000062",39.211
农 产 品,"000061",149.712
深 赛 格,"000058",53.392
深天马Ａ,"000050",46.701
德赛电池,"000049",28.998
中航地产,"000043",41.364
中洲控股,"000042",42.182
东旭蓝天,"000040",68.316
深南电A,"000037",3.055
深桑达Ａ,"000032",63.282
富奥股份,"000030",15.673
国药一致,"000028",21.504
深圳能源,"000027",18.176
飞亚达Ａ,"000026",42.982
神州长城,"000018",21.643
南 玻Ａ,"000012",23.237
中国宝安,"000009",60.182
神州高铁,"000008",43.021
世纪星源,"000005",40.351
国农科技,"000004",45.684
万 科Ａ,"000002",19.137
平安银行,"000001",10.341
建设机械,"600984",54.454
文投控股,"600715",50.722
乐山电力,"600644",16.93
国机通用,"600444",142.0
中再资环,"600217",57.937
中闽能源,"600163",41.604
