name,code,pe,industry
星网宇达,002829,56.78,NULL
贝肯能源,002828,29.45,NULL
高争民爆,002827,28.867,NULL
易明医药,002826,45.844,NULL
纳尔股份,002825,39.0,NULL
和胜股份,002824,30.9,NULL
凯中精密,002823,22.792,NULL
中装建设,002822,21.333,NULL
桂发祥,002820,18.917,NULL
富森美,002818,16.98,NULL
崇达技术,002815,14.418,NULL
亚泰国际,002811,24.167,NULL
山东赫达,002810,29.565,NULL
红墙股份,002809,27.657,NULL
苏州恒久,002808,67.925,NULL
江阴银行,002807,12.134,NULL
丰元股份,002805,52.487,NULL
洪汇新材,002802,35.597,NULL
天顺股份,002800,37.0,NULL
帝欧家居,002798,47.619,NULL
第一创业,002797,46.667,NULL
永和智控,002795,59.966,NULL
东音股份,002793,21.621,NULL
通宇通讯,002792,44.204,NULL
瑞尔特,002790,10.27,NULL
建艺集团,002789,29.186,NULL
鹭燕医药,002788,14.294,NULL
华源控股,002787,32.212,NULL
银宝山新,002786,41.059,NULL
凯龙股份,002783,14.345,NULL
奇信股份,002781,22.788,NULL
高科石化,002778,50.824,NULL
久远银海,002777,48.596,NULL
柏堡龙,002776,20.889,NULL
快意电梯,002774,38.091,NULL
众兴菌业,002772,19.231,NULL
真视通,002771,31.372,NULL
科迪乳业,002770,26.5,NULL
普路通,002769,58.889,NULL
索菱股份,002766,21.886,NULL
汇洁股份,002763,16.684,NULL
金发拉比,002762,14.444,NULL
永兴特钢,002756,15.98,NULL
永东股份,002753,11.422,NULL
世龙实业,002748,14.092,NULL
仙坛股份,002746,25.75,NULL
三圣股份,002742,21.619,NULL
光华科技,002741,61.616,NULL
一心堂,002727,35.936,NULL
金一文化,002721,28.444,NULL
友邦吊顶,002718,19.728,NULL
岭南股份,002717,8.236,NULL
欧浦智网,002711,22.25,NULL
天赐材料,002709,30.924,NULL
新疆浩源,002700,44.722,NULL
顾地科技,002694,29.65,NULL
睿康股份,002692,37.967,NULL
亿利达,002686,21.379,NULL
浙江美大,002677,32.333,NULL
东江环保,002672,29.327,NULL
鞍重股份,002667,36.0,NULL
德联集团,002666,19.85,NULL
普邦股份,002663,31.111,NULL
克明面业,002661,39.379,NULL
勤上股份,002638,49.333,NULL
赞宇科技,002637,23.921,NULL
金安国纪,002636,11.585,NULL
安洁科技,002635,27.885,NULL
棒杰股份,002634,41.7,NULL
德尔未来,002631,58.0,NULL
融钰集团,002622,41.444,NULL
奥佳华,002614,29.603,NULL
东方精工,002611,10.12,NULL
捷顺科技,002609,24.913,NULL
大连电瓷,002606,29.267,NULL
龙蟒佰利,002601,10.752,NULL
领益智造,002600,6.017,NULL
金禾实业,002597,11.182,NULL
海南瑞泽,002596,53.167,NULL
奥拓电子,002587,27.5,NULL
围海股份,002586,25.591,NULL
西陇科学,002584,46.067,NULL
好想你,002582,48.143,NULL
未名医药,002581,16.528,NULL
圣阳股份,002580,65.556,NULL
唐人神,002567,12.795,NULL
兄弟科技,002562,7.079,NULL
亚威股份,002559,27.665,NULL
巨人网络,002558,34.766,NULL
惠博普,002554,38.375,NULL
尚荣医疗,002551,21.576999999999998,NULL
杰赛科技,002544,34.886,NULL
中化岩土,002542,39.615,NULL
云图控股,002539,47.5,NULL
司尔特,002538,15.233,NULL
金财互联,002530,15.957,NULL
英飞拓,002528,35.691,NULL
科士达,002518,14.688,NULL
恺英网络,002517,5.089,NULL
旷达科技,002516,14.588,NULL
天汽模,002510,43.0,NULL
天广中茂,002509,12.208,NULL
利源精制,002501,9.568,NULL
科林环保,002499,49.818,NULL
雅化集团,002497,37.4,NULL
辉丰股份,002496,8.926,NULL
恒基达鑫,002492,35.661,NULL
申通快递,002468,17.433,NULL
天齐锂业,002466,22.918,NULL
沪电股份,002463,37.5,NULL
赣锋锂业,002460,18.224,NULL
欧菲科技,002456,43.342,NULL
摩恩电气,002451,60.692,NULL
晨鑫科技,002447,18.211,NULL
启明星辰,002439,36.784,NULL
康盛股份,002418,19.278,NULL
雷科防务,002413,60.727,NULL
多氟多,002407,31.488,NULL
和而泰,002402,35.897,NULL
中远海科,002401,46.547,NULL
建研集团,002398,9.464,NULL
星网锐捷,002396,22.749,NULL
天原集团,002386,44.961,NULL
合众思壮,002383,51.83,NULL
亚厦股份,002375,20.037,NULL
丽鹏股份,002374,39.5,NULL
太极股份,002368,40.33,NULL
康力电梯,002367,13.28,NULL
台海核电,002366,11.111,NULL
永安药业,002365,21.507,NULL
同德化工,002360,24.32,NULL
富临运业,002357,20.504,NULL
赫美集团,002356,22.316,NULL
天神娱乐,002354,6.49,NULL
慈文传媒,002343,10.62,NULL
新纶科技,002341,32.458,NULL
格林美,002340,36.188,NULL
皖通科技,002331,29.564,NULL
富安娜,002327,14.967,NULL
华英农业,002321,51.351,NULL
日海智能,002313,65.03,NULL
三泰控股,002312,15.5,NULL
威创股份,002308,39.136,NULL
圣农发展,002299,65.964,NULL
博深工具,002282,63.333,NULL
久其软件,002279,20.731,NULL
水晶光电,002273,21.222,NULL
东方雨虹,002271,11.443,NULL
兆新股份,002256,55.125,NULL
联化科技,002250,32.909,NULL
大洋电机,002249,25.278,NULL
帝龙文化,002247,10.477,NULL
北化股份,002246,40.095,NULL
恒邦股份,002237,22.475,NULL
大华股份,002236,20.72,NULL
塔牌集团,002233,16.045,NULL
合兴包装,002228,35.267,NULL
福晶科技,002222,38.31,NULL
恒康医疗,002219,36.063,NULL
合肥城建,002208,23.659,NULL
二三四五,002195,14.448,NULL
云海金属,002182,25.72,NULL
江特电机,002176,48.947,NULL
宁波东力,002164,14.172,NULL
西部材料,002149,57.986,NULL
北纬科技,002148,21.958,NULL
中核钛白,002145,14.959,NULL
印纪传媒,002143,11.973,NULL
拓邦股份,002139,15.219,NULL
麦达数字,002137,61.162,NULL
安 纳 达,002136,12.658,NULL
恒星科技,002132,69.333,NULL
中环股份,002129,36.183,NULL
湘潭电化,002125,59.357,NULL
天邦股份,002124,13.618,NULL
紫鑫药业,002118,20.586,NULL
罗平锌电,002114,57.706,NULL
三钢闽光,002110,6.807,NULL
广博股份,002103,24.85,NULL
山河智能,002097,33.982,NULL
青岛金王,002094,7.915,NULL
鲁阳节能,002088,21.574,NULL
新野纺织,002087,10.372,NULL
万邦德,002082,24.488,NULL
中材科技,002080,9.18,NULL
雪 莱 特,002076,52.125,NULL
长城影视,002071,17.625,NULL
黑猫股份,002068,10.945,NULL
浙江交科,002061,12.46,NULL
国光电器,002045,19.516,NULL
华帝股份,002035,12.645,NULL
航天电器,002025,33.411,NULL
亿帆医药,002019,12.443,NULL
世荣兆业,002016,10.564,NULL
中航机电,002013,32.167,NULL
天奇股份,002009,45.261,NULL
大族激光,002008,28.147,NULL
华兰生物,002007,38.244,NULL
鸿达兴业,002002,8.493,NULL
九 芝 堂,000989,18.181,NULL
大庆华科,000985,46.919,NULL
浪潮信息,000977,65.06,NULL
华铁股份,000976,15.581,NULL
高升控股,000971,11.903,NULL
蓝焰控股,000968,19.472,NULL
锡业股份,000960,23.584,NULL
广济药业,000952,26.89,NULL
紫光股份,000938,31.224,NULL
四川双马,000935,61.519,NULL
神火股份,000933,25.194,NULL
华菱钢铁,000932,7.179,NULL
中粮生化,000930,38.724,NULL
中钢国际,000928,15.107,NULL
河北宣工,000923,25.982,NULL
山大华特,000915,16.673000000000002,NULL
厦门港务,000905,39.15,NULL
航天科技,000901,24.02,NULL
同力水泥,000885,10.07,NULL
天山股份,000877,30.266,NULL
顺鑫农业,000860,57.504,NULL
长城动漫,000835,11.846,NULL
鲁西化工,000830,13.333,NULL
超声电子,000823,21.069,NULL
神雾节能,000820,14.964,NULL
航锦科技,000818,28.919,NULL
陕西金叶,000812,57.167,NULL
云铝股份,000807,19.72,NULL
北京文化,000802,24.029,NULL
酒鬼酒,000799,41.015,NULL
华闻传媒,000793,25.563,NULL
泰合健康,000790,14.21,NULL
万年青,000789,17.993,NULL
浩物股份,000757,53.9,NULL
四川美丰,000731,21.779,NULL
京东方Ａ,000725,16.175,NULL
美锦能源,000723,15.269,NULL
湖南发展,000722,32.895,NULL
韶钢松山,000717,7.134,NULL
贝瑞基因,000710,46.543,NULL
远兴能源,000683,16.833,NULL
视觉中国,000681,61.72,NULL
智度股份,000676,21.905,NULL
上峰水泥,000672,10.379,NULL
永安林业,000663,35.0,NULL
天夏智慧,000662,8.932,NULL
长春高新,000661,53.728,NULL
仁和药业,000650,25.806,NULL
风华高科,000636,68.036,NULL
英 力 特,000635,33.935,NULL
京汉股份,000615,15.725,NULL
中迪投资,000609,12.283,NULL
东北制药,000597,53.88,NULL
金洲慈航,000587,6.25,NULL
海德股份,000567,26.352,NULL
渝三峡Ａ,000565,27.158,NULL
供销大集,000564,14.868,NULL
沙隆达Ａ,000553,21.542,NULL
湖南投资,000548,19.5,NULL
航天发展,000547,37.895,NULL
广宇发展,000537,7.116,NULL
万 家 乐,000533,57.333,NULL
柳 工,000528,40.383,NULL
长航凤凰,000520,67.131,NULL
珠海港,000507,45.087,NULL
山东路桥,000498,9.975,NULL
晨鸣纸业,000488,7.106,NULL
东旭光电,000413,17.333,NULL
英特集团,000411,35.95,NULL
沈阳机床,000410,55.4,NULL
潍柴动力,000338,9.424,NULL
东方市场,000301,33.526,NULL
川化股份,000155,18.885,NULL
中成股份,000151,43.462,NULL
中国长城,000066,34.265,NULL
中兴通讯,000063,12.872,NULL
华锦股份,000059,6.478,NULL
东旭蓝天,000040,23.366,NULL
深天地Ａ,000023,52.866,NULL
神州长城,000018,14.545,NULL
深物业A,000011,10.676,NULL
