date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-03-29,4.19,4.3,4.28,4.18,68280.75,0.09,2.15,4.18,4.292,4.352,65189.87,52502.31,54494.57,0.85
2018-03-28,4.15,4.26,4.19,4.13,54814.45,0.0,0.0,4.206,4.303,4.35,61128.6,49211.8,53619.21,0.68
2018-03-27,4.17,4.23,4.19,4.16,56501.59,0.06,1.45,4.244,4.321,4.35,57845.36,48981.66,53617.41,0.7
2018-03-26,4.05,4.13,4.13,3.97,59342.65,0.02,0.49,4.286,4.35,4.35,54191.74,48230.08,53188.49,0.74
2018-03-23,4.32,4.32,4.11,4.05,87009.9,-0.3,-6.8,4.35,4.385,4.354,51034.76,50130.88,53312.37,1.08
2018-03-22,4.37,4.43,4.41,4.32,47974.42,0.03,0.69,4.404,4.425,4.355,39814.75,46435.96,50439.94,0.6
2018-03-21,4.39,4.44,4.38,4.37,38398.26,-0.02,-0.46,4.4,4.433,4.342,37295.01,47673.07,50185.94,0.48
2018-03-20,4.42,4.44,4.4,4.35,38233.47,-0.05,-1.12,4.398,4.434,4.328,40117.96,48190.64,49674.26,0.48
2018-03-19,4.38,4.47,4.45,4.38,43557.73,0.07,1.6,4.414,4.433,4.313,42268.41,51961.12,50683.76,0.54
2018-03-16,4.36,4.42,4.38,4.36,30909.85,-0.01,-0.23,4.42,4.418,4.294,49227.0,51098.78,51442.44,0.39
2018-03-15,4.33,4.39,4.39,4.32,35375.73,0.02,0.46,4.446,4.411,4.275,53057.18,56486.83,53895.5,0.44
2018-03-14,4.48,4.48,4.37,4.36,52513.02,-0.11,-2.46,4.466,4.397,4.261,58051.14,58026.61,55485.25,0.65
2018-03-13,4.47,4.51,4.48,4.45,48985.73,0.0,0.0,4.47,4.379,4.243,56263.31,58253.16,56597.92,0.61
2018-03-12,4.5,4.56,4.48,4.47,78350.66,-0.03,-0.67,4.452,4.35,4.221,61653.82,58146.91,59288.35,0.98
2018-03-09,4.48,4.52,4.51,4.45,50060.74,0.02,0.45,4.416,4.322,4.209,52970.56,56493.87,58863.22,0.62
2018-03-08,4.37,4.53,4.49,4.35,60345.54,0.1,2.28,4.376,4.285,4.198,59916.48,54443.93,60428.3,0.75
2018-03-07,4.38,4.43,4.39,4.36,43573.9,0.0,0.0,4.328,4.25,4.193,58002.07,52698.8,62768.51,0.54
2018-03-06,4.3,4.45,4.39,4.26,75938.27,0.09,2.09,4.288,4.222,4.208,60243.0,51157.87,68302.6,0.95
2018-03-05,4.28,4.31,4.3,4.26,34934.37,-0.01,-0.23,4.248,4.193,4.244,54639.99,49406.4,65458.35,0.44
2018-03-02,4.22,4.33,4.31,4.21,84790.32,0.06,1.41,4.228,4.17,4.284,60017.17,51786.09,65515.53,1.06
2018-03-01,4.16,4.25,4.25,4.15,50773.51,0.06,1.43,4.194,4.138,4.327,48971.37,51304.16,62811.3,0.63
2018-02-28,4.16,4.21,4.19,4.13,54778.51,0.0,0.0,4.172,4.125,4.373,47395.53,52943.9,62391.02,0.68
2018-02-27,4.2,4.2,4.19,4.16,47923.24,-0.01,-0.24,4.156,4.107,4.422,42072.75,54942.69,61296.03,0.6
2018-02-26,4.15,4.23,4.2,4.14,61820.25,0.06,1.45,4.138,4.091,4.471,44172.82,60429.79,61344.15,0.77
2018-02-23,4.15,4.15,4.14,4.11,29561.36,0.0,0.0,4.112,4.095,4.52,43555.02,61232.58,61685.0,0.37
2018-02-22,4.13,4.15,4.14,4.1,42894.27,0.03,0.73,4.082,4.11,4.568,53636.95,66412.68,62374.91,0.53
2018-02-14,4.13,4.13,4.11,4.07,28164.63,0.01,0.24,4.078,4.135,4.616,58492.28,72838.21,62564.86,0.35
2018-02-13,4.08,4.14,4.1,4.08,58423.57,0.03,0.74,4.058,4.194,4.666,67812.64,85447.33,63064.89,0.73
2018-02-12,3.99,4.12,4.07,3.99,58731.26,0.08,2.0,4.044,4.294,4.717,76686.76,81510.31,62169.46,0.73
2018-02-09,4.04,4.07,3.99,3.94,79971.02,-0.13,-3.15,4.078,4.398,4.771,78910.15,79244.96,62001.68,1.0
2018-02-08,4.0,4.12,4.12,4.0,67170.91,0.11,2.74,4.138,4.516,4.83,79188.4,74318.45,59697.17,0.84
2018-02-07,4.08,4.11,4.01,3.94,74766.43,-0.02,-0.5,4.192,4.621,4.885,87184.15,71838.13,58005.84,0.93
2018-02-06,4.18,4.2,4.03,4.0,102794.2,-0.21,-4.95,4.33,4.736,4.945,103082.02,67649.36,56262.28,1.28
2018-02-05,4.25,4.29,4.24,4.17,69848.18,-0.05,-1.17,4.544,4.85,5.008,86333.85,62258.51,54688.77,0.87
2018-02-02,4.34,4.41,4.29,4.26,81362.29,-0.1,-2.28,4.718,4.945,5.057,79579.78,62137.41,53038.13,1.01
2018-02-01,4.69,4.71,4.39,4.34,107149.64,-0.31,-6.6,4.894,5.025,5.104,69448.49,58337.14,51560.25,1.34
2018-01-31,5.0,5.0,4.7,4.66,154255.77,-0.4,-7.84,5.05,5.096,5.143,56492.11,52291.51,47999.5,1.92
2018-01-30,5.05,5.14,5.1,5.05,19053.35,-0.01,-0.2,5.142,5.138,5.167,32216.71,40682.45,42631.39,0.24
2018-01-29,5.17,5.2,5.11,5.1,36077.84,-0.06,-1.16,5.156,5.14,5.17,38183.18,42828.62,43878.8,0.45
2018-01-26,5.15,5.2,5.17,5.15,30705.85,0.0,0.0,5.172,5.143,5.168,44695.05,44758.4,43320.77,0.38
2018-01-25,5.16,5.2,5.17,5.15,42367.74,0.01,0.19,5.156,5.144,5.162,47225.79,45075.9,44019.55,0.53
2018-01-24,5.15,5.18,5.16,5.11,32878.77,-0.01,-0.19,5.142,5.148,5.156,48090.91,44173.54,43301.01,0.41
2018-01-23,5.18,5.19,5.17,5.12,48885.68,-0.02,-0.39,5.134,5.154,5.151,49148.19,44875.2,42809.17,0.61
2018-01-22,5.08,5.2,5.19,5.04,68637.21,0.1,1.97,5.124,5.165,5.144,47474.06,47119.04,42096.37,0.86
2018-01-19,5.11,5.13,5.09,5.07,43359.57,-0.01,-0.2,5.114,5.169,5.139,44821.75,43938.84,39887.96,0.54
2018-01-18,5.11,5.12,5.1,5.06,46693.33,-0.02,-0.39,5.132,5.182,5.141,42926.0,44783.35,40154.6,0.58
2018-01-17,5.12,5.14,5.12,5.06,38165.15,0.0,0.0,5.154,5.19,5.141,40256.17,43707.49,39759.98,0.48
2018-01-16,5.13,5.14,5.12,5.04,40515.04,-0.02,-0.39,5.174,5.196,5.142,40602.2,44580.33,39796.14,0.5
2018-01-15,5.18,5.26,5.14,5.14,55375.68,-0.04,-0.77,5.206,5.2,5.143,46764.01,44928.98,39202.78,0.69
2018-01-12,5.2,5.23,5.18,5.16,33880.82,-0.03,-0.58,5.224,5.193,5.143,43055.92,41883.14,38210.79,0.42
2018-01-11,5.22,5.22,5.21,5.16,33344.18,-0.01,-0.19,5.232,5.18,5.14,46640.7,42963.19,37472.08,0.42
2018-01-10,5.26,5.28,5.22,5.18,39895.3,-0.06,-1.14,5.226,5.163,5.138,47158.8,42428.48,36651.64,0.5
2018-01-09,5.23,5.33,5.28,5.2,71324.08,0.05,0.96,5.218,5.147,5.133,48558.46,40743.15,36213.63,0.89
2018-01-08,5.22,5.24,5.23,5.19,36835.21,0.01,0.19,5.194,5.122,5.127,43093.95,37073.71,34203.78,0.46
2018-01-05,5.18,5.25,5.22,5.16,51804.71,0.04,0.77,5.162,5.109,5.123,40710.37,35837.08,33608.34,0.65
2018-01-04,5.18,5.2,5.18,5.15,35934.71,0.0,0.0,5.128,5.099,5.117,39285.69,35525.84,32824.04,0.45
2018-01-03,5.17,5.19,5.18,5.11,46893.57,0.02,0.39,5.1,5.091,5.112,37698.17,35812.48,32560.66,0.58
2018-01-02,5.07,5.19,5.16,5.07,44001.54,0.09,1.77,5.076,5.088,5.105,32927.84,35011.94,32614.86,0.55
2017-12-29,5.05,5.09,5.07,5.04,24917.32,0.02,0.4,5.05,5.085,5.103,31053.47,33476.57,32031.97,0.31
2017-12-28,5.02,5.1,5.05,5.02,44681.29,0.01,0.2,5.056,5.092,5.111,30963.79,34538.43,32992.18,0.56
2017-12-27,5.06,5.08,5.04,5.03,27997.12,-0.02,-0.4,5.07,5.1,5.117,31766.0,31980.97,32283.19,0.35
2017-12-26,5.03,5.07,5.06,5.01,23041.91,0.03,0.6,5.082,5.112,5.126,33926.78,30874.79,32678.71,0.29
2017-12-25,5.07,5.08,5.03,5.02,34629.71,-0.07,-1.37,5.1,5.118,5.133,37096.05,31684.11,32623.24,0.43
2017-12-22,5.11,5.12,5.1,5.08,24468.91,-0.02,-0.39,5.12,5.131,5.139,35899.67,31333.86,32406.25,0.3
2017-12-21,5.09,5.16,5.12,5.04,48692.33,0.02,0.39,5.128,5.136,5.141,38113.07,31379.6,33882.56,0.61
2017-12-20,5.15,5.16,5.1,5.08,38801.06,-0.05,-0.97,5.13,5.135,5.146,32195.95,30122.23,35800.25,0.48
2017-12-19,5.13,5.15,5.15,5.11,38888.25,0.02,0.39,5.142,5.133,5.161,27822.81,29308.85,37474.32,0.48
2017-12-18,5.13,5.17,5.13,5.12,28647.81,-0.01,-0.2,5.136,5.121,5.178,26272.16,30217.79,39255.09,0.36
2017-12-15,5.12,5.16,5.14,5.08,35535.89,0.01,0.2,5.142,5.121,5.196,26768.05,30587.36,44636.7,0.44
2017-12-14,5.16,5.16,5.13,5.1,19106.73,-0.03,-0.58,5.144,5.13,5.224,24646.12,31445.94,49061.25,0.24
2017-12-13,5.11,5.16,5.16,5.11,16935.35,0.04,0.78,5.14,5.134,5.263,28048.52,32585.41,54572.0,0.21
2017-12-12,5.16,5.19,5.12,5.12,31135.04,-0.04,-0.78,5.124,5.14,5.298,30794.89,34482.63,61743.87,0.39
2017-12-11,5.15,5.17,5.16,5.13,31127.22,0.01,0.19,5.106,5.148,5.328,34163.41,33562.36,63908.1,0.39
2017-12-08,5.09,5.17,5.15,5.09,24926.28,0.04,0.78,5.1,5.146,5.359,34406.68,33478.64,67022.94,0.31
2017-12-07,5.07,5.16,5.11,5.06,36118.69,0.03,0.59,5.116,5.146,5.396,38245.75,36385.53,74002.63,0.45
2017-12-06,5.03,5.09,5.08,5.0,30667.22,0.05,0.99,5.128,5.156,5.43,37122.3,41478.27,78431.3,0.38
2017-12-05,5.14,5.14,5.03,5.02,47977.62,-0.1,-1.95,5.156,5.189,5.46,38170.36,45639.8,79505.93,0.6
2017-12-04,5.22,5.24,5.13,5.13,32343.58,-0.1,-1.91,5.19,5.235,5.493,32961.32,48292.4,79971.9,0.4
2017-12-01,5.17,5.25,5.23,5.15,44121.65,0.06,1.16,5.192,5.27,5.521,32550.6,58686.03,81126.59,0.55
2017-11-30,5.22,5.24,5.17,5.16,30501.43,-0.05,-0.96,5.176,5.318,5.54,34525.31,66676.57,80791.14,0.38
2017-11-29,5.2,5.28,5.22,5.17,35907.52,0.02,0.39,5.184,5.392,5.565,45834.25,76558.6,81007.35,0.45
2017-11-28,5.15,5.21,5.2,5.14,21932.42,0.06,1.17,5.222,5.456,5.59,53109.24,89005.11,81277.61,0.27
2017-11-27,5.15,5.2,5.14,5.12,30290.0,-0.01,-0.19,5.28,5.507,5.616,63623.47,94253.83,81800.9,0.38
