date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-03-29,9.2,9.39,9.34,9.19,224256.56,0.15,1.63,9.208,9.518,9.773,325067.16,258794.97,312307.55,1.01
2018-03-28,9.2,9.23,9.19,9.16,193029.86,-0.12,-1.29,9.302,9.58,9.813,320512.23,265750.95,314890.08,0.87
2018-03-27,9.28,9.35,9.31,9.2,254981.92,0.19,2.08,9.42,9.671,9.862,323756.67,288217.79,320967.25,1.15
2018-03-26,8.89,9.14,9.12,8.79,250771.41,0.04,0.44,9.52,9.746,9.906,309535.35,292769.58,327314.4,1.13
2018-03-23,9.49,9.49,9.08,8.83,702296.06,-0.73,-7.44,9.664,9.849,9.966,296890.43,325125.33,337684.35,3.18
2018-03-22,9.88,9.92,9.81,9.78,201481.91,0.03,0.31,9.828,9.942,10.022,192522.78,284594.21,321704.63,0.91
2018-03-21,9.79,9.92,9.78,9.74,209252.05,-0.03,-0.31,9.858,9.958,10.039,210989.67,287139.09,334939.61,0.95
2018-03-20,9.79,9.83,9.81,9.72,183875.34,-0.03,-0.3,9.922,9.973,10.047,252678.91,302676.84,339711.8,0.83
2018-03-19,9.85,9.89,9.84,9.77,187546.8,-0.06,-0.61,9.972,10.005,10.053,276003.8,345639.23,349128.48,0.85
2018-03-16,9.96,9.98,9.9,9.9,180457.81,-0.06,-0.6,10.034,10.013,10.052,353360.23,355822.15,359416.47,0.82
2018-03-15,10.03,10.04,9.96,9.9,293816.34,-0.14,-1.39,10.056,10.027,10.04,376665.64,365820.13,402201.64,1.33
2018-03-14,10.06,10.23,10.1,10.06,417698.28,0.04,0.4,10.058,10.045,10.078,363288.51,364029.2,425464.21,1.89
2018-03-13,10.11,10.13,10.06,10.02,300499.78,-0.09,-0.89,10.024,10.053,10.14,352674.77,353716.71,446638.55,1.36
2018-03-12,10.07,10.17,10.15,10.04,574328.94,0.14,1.4,10.038,10.066,10.207,415274.66,361859.23,490383.09,2.6
2018-03-09,9.94,10.04,10.01,9.9,296984.84,0.04,0.4,9.992,10.083,10.305,358284.07,350243.37,509939.6,1.34
2018-03-08,9.89,10.07,9.97,9.87,226930.69,0.04,0.4,9.998,10.102,10.408,354974.62,358815.04,544602.46,1.03
2018-03-07,10.1,10.11,9.93,9.9,364629.59,-0.2,-1.97,10.032,10.12,10.474,364769.9,382740.14,574365.54,1.65
2018-03-06,9.92,10.18,10.13,9.78,613499.25,0.21,2.12,10.082,10.121,10.578,354758.65,376746.76,595024.26,2.77
2018-03-05,10.05,10.09,9.92,9.87,289375.97,-0.12,-1.2,10.094,10.1,10.661,308443.8,352617.73,617017.55,1.31
2018-03-02,10.05,10.13,10.04,9.98,280437.59,-0.1,-0.99,10.174,10.091,10.756,342202.67,363010.79,647779.82,1.27
2018-03-01,10.08,10.21,10.14,10.03,275907.12,-0.04,-0.39,10.206,10.052,10.834,362655.47,438583.16,660123.4,1.25
2018-02-28,10.08,10.33,10.18,9.98,314573.34,-0.01,-0.1,10.208,10.11,10.918,400710.38,486899.21,696148.0,1.42
2018-02-27,10.36,10.38,10.19,10.12,381924.97,-0.13,-1.26,10.16,10.226,10.983,398734.86,539560.4,720860.11,1.73
2018-02-26,10.23,10.38,10.32,10.12,458170.31,0.12,1.18,10.106,10.348,11.064,396791.67,618906.95,744907.77,2.07
2018-02-23,10.16,10.25,10.2,10.02,382701.59,0.05,0.49,10.008,10.526,11.13,383818.92,669635.83,761773.44,1.73
