date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-03-29,4.81,4.83,4.78,4.67,113992.8,0.0,0.0,4.626,4.648,4.629,107667.44,92729.15,92195.12,1.46
2018-03-28,4.66,4.84,4.78,4.59,137739.14,0.11,2.35,4.614,4.63,4.618,101500.92,88912.38,91069.44,1.76
2018-03-27,4.52,4.71,4.67,4.5,100903.8,0.17,3.78,4.578,4.618,4.603,87726.0,82887.86,90505.48,1.29
2018-03-26,4.33,4.55,4.5,4.25,73256.65,0.1,2.27,4.582,4.629,4.591,82007.15,87309.93,89899.17,0.94
2018-03-23,4.6,4.69,4.4,4.31,112444.8,-0.32,-6.78,4.622,4.651,4.587,84442.16,90764.47,91595.51,1.44
2018-03-22,4.6,4.75,4.72,4.59,83160.2,0.12,2.61,4.67,4.68,4.583,77790.85,90074.68,89508.66,1.06
2018-03-21,4.67,4.74,4.6,4.56,68864.53,-0.09,-1.92,4.646,4.667,4.563,76323.83,89312.98,89283.55,0.88
2018-03-20,4.7,4.7,4.69,4.6,72309.59,-0.01,-0.21,4.658,4.659,4.544,78049.72,88508.21,91232.16,0.92
2018-03-19,4.61,4.72,4.7,4.52,85431.67,0.06,1.29,4.676,4.644,4.526,92612.71,89472.38,96403.49,1.09
2018-03-16,4.58,4.72,4.64,4.56,79188.28,0.04,0.87,4.68,4.623,4.516,97086.77,88636.08,107314.37,1.01
2018-03-15,4.62,4.65,4.6,4.49,75825.1,-0.06,-1.29,4.69,4.61,4.511,102358.51,91661.09,121587.27,0.97
2018-03-14,4.77,4.77,4.66,4.63,77493.94,-0.12,-2.51,4.688,4.605,4.488,102302.12,93226.51,120116.17,0.99
2018-03-13,4.73,4.91,4.78,4.71,145124.58,0.06,1.27,4.66,4.588,4.458,98966.7,98123.11,119097.95,1.86
2018-03-12,4.7,4.79,4.72,4.67,107801.97,0.03,0.64,4.612,4.552,4.419,86332.05,92488.4,114526.07,1.38
2018-03-09,4.6,4.75,4.69,4.55,105546.98,0.1,2.18,4.566,4.523,4.396,80185.38,92426.55,110769.76,1.35
2018-03-08,4.5,4.6,4.59,4.48,75543.12,0.07,1.55,4.53,4.486,4.373,80963.66,88942.64,108655.64,0.97
2018-03-07,4.54,4.56,4.52,4.5,60816.87,-0.02,-0.44,4.522,4.458,4.363,84150.91,89254.12,109419.67,0.78
2018-03-06,4.5,4.62,4.54,4.49,81951.3,0.05,1.11,4.516,4.428,4.377,97279.51,93956.11,108931.65,1.05
2018-03-05,4.49,4.52,4.49,4.43,77068.61,-0.02,-0.44,4.492,4.407,4.399,98644.75,103334.59,105873.27,0.99
2018-03-02,4.53,4.7,4.51,4.51,109438.38,-0.04,-0.88,4.48,4.408,4.424,104667.72,125992.67,103522.91,1.4
2018-03-01,4.44,4.56,4.55,4.42,91479.37,0.06,1.34,4.442,4.412,4.452,96921.63,151513.46,99553.86,1.17
2018-02-28,4.4,4.54,4.49,4.36,126459.9,0.07,1.58,4.394,4.371,4.481,94357.33,147005.83,98163.75,1.62
2018-02-27,4.44,4.47,4.42,4.37,88777.48,-0.01,-0.23,4.34,4.328,4.509,90632.71,140072.8,93568.44,1.14
2018-02-26,4.33,4.43,4.43,4.3,107183.46,0.11,2.55,4.322,4.286,4.54,108024.44,136563.75,90251.88,1.37
2018-02-23,4.31,4.34,4.32,4.28,70707.93,0.01,0.23,4.336,4.269,4.569,147317.62,129112.98,86861.51,0.9
2018-02-22,4.26,4.31,4.31,4.25,78657.87,0.09,2.13,4.382,4.259,4.602,206105.3,128368.63,84686.91,1.01
2018-02-14,4.3,4.34,4.22,4.2,107836.8,-0.11,-2.54,4.348,4.267,4.637,199654.33,129585.22,82530.4,1.38
2018-02-13,4.48,4.49,4.33,4.33,175736.12,-0.17,-3.78,4.316,4.325,4.675,189512.89,123907.18,79363.77,2.25
2018-02-12,4.48,4.63,4.5,4.43,303649.38,-0.05,-1.1,4.25,4.39,4.71,165103.06,108411.95,72615.07,3.88
2018-02-09,4.06,4.55,4.55,4.02,364646.31,0.41,9.9,4.202,4.439,4.735,110908.35,81053.16,60058.7,4.66
2018-02-08,4.07,4.15,4.14,4.03,46403.05,0.08,1.97,4.136,4.492,4.762,50631.96,47594.26,43060.62,0.59
