date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-03-29,7.8,7.85,7.82,7.78,9419.32,0.0,0.0,7.818,7.828,7.896,26786.8,18652.16,19088.45,0.13
2018-03-28,7.81,7.94,7.82,7.77,17000.67,-0.06,-0.76,7.816,7.835,7.906,26602.74,19289.23,19329.28,0.24
2018-03-27,7.8,7.92,7.88,7.8,26787.18,0.11,1.42,7.816,7.843,7.915,25278.18,18978.75,18856.85,0.38
2018-03-26,7.8,7.8,7.77,7.57,30967.16,-0.03,-0.39,7.81,7.849,7.921,22395.55,17999.23,18122.0,0.44
2018-03-23,7.72,8.05,7.8,7.62,49759.68,-0.01,-0.13,7.828,7.872,7.934,18613.66,17352.49,17610.98,0.7
2018-03-22,7.82,7.87,7.81,7.8,8499.0,-0.01,-0.13,7.838,7.886,7.942,10517.52,14535.0,15633.6,0.12
2018-03-21,7.85,7.9,7.82,7.82,10377.9,-0.03,-0.38,7.854,7.897,7.952,11975.72,15593.03,15675.88,0.15
2018-03-20,7.85,7.86,7.85,7.78,12374.0,-0.01,-0.13,7.87,7.911,7.962,12679.31,17068.94,15694.63,0.17
2018-03-19,7.85,7.92,7.86,7.81,12057.72,0.01,0.13,7.888,7.94,7.964,13602.91,19867.46,15626.95,0.17
2018-03-16,7.87,7.9,7.85,7.85,9279.0,-0.04,-0.51,7.916,7.949,7.968,16091.31,19629.63,15550.71,0.13
2018-03-15,7.88,7.92,7.89,7.82,15790.0,-0.01,-0.13,7.934,7.963,7.974,18552.48,19524.73,16086.21,0.22
2018-03-14,7.93,7.94,7.9,7.89,13895.82,-0.04,-0.5,7.94,7.977,7.98,19210.34,19369.33,15922.11,0.2
2018-03-13,7.98,7.99,7.94,7.94,16992.01,-0.06,-0.75,7.952,7.986,7.989,21458.56,18734.95,16207.02,0.24
2018-03-12,7.94,8.03,8.0,7.93,24499.73,0.06,0.76,7.992,7.993,8.001,26132.01,18244.77,18218.82,0.35
2018-03-09,7.93,7.95,7.94,7.85,21584.82,0.02,0.25,7.982,7.995,8.008,23167.95,17869.48,18051.15,0.3
2018-03-08,7.95,7.95,7.92,7.89,19079.33,-0.04,-0.5,7.992,7.997,8.018,20496.98,16732.2,18694.5,0.27
2018-03-07,8.05,8.09,7.96,7.92,25136.93,-0.18,-2.21,8.014,8.007,8.037,19528.31,15758.73,20391.51,0.35
2018-03-06,7.95,8.16,8.14,7.82,40359.26,0.19,2.39,8.02,8.013,8.06,16011.33,14320.32,20854.58,0.57
2018-03-05,7.97,8.01,7.95,7.94,9679.4,-0.04,-0.5,7.994,7.988,8.078,10357.53,11386.43,21231.84,0.14
2018-03-02,8.02,8.03,7.99,7.97,8230.0,-0.04,-0.5,8.008,7.986,8.097,12571.01,11471.79,21900.48,0.12
2018-03-01,8.0,8.05,8.03,7.95,14235.98,0.04,0.5,8.002,7.985,8.12,12967.41,12647.69,22964.33,0.2
2018-02-28,7.99,8.04,7.99,7.95,7552.03,-0.02,-0.25,8.0,7.982,8.135,11989.15,12474.89,23117.25,0.11
2018-02-27,8.02,8.05,8.01,7.98,12090.25,-0.01,-0.12,8.006,7.991,8.151,12629.3,13679.08,23866.85,0.17
2018-02-26,8.0,8.04,8.02,7.95,20746.77,0.06,0.75,7.982,8.009,8.168,12415.33,18192.86,24082.14,0.29
2018-02-23,8.05,8.06,7.96,7.92,10212.0,-0.06,-0.75,7.964,8.021,8.184,10372.57,18232.82,23878.93,0.14
2018-02-22,8.04,8.06,8.02,7.99,9344.7,0.0,0.0,7.968,8.039,8.198,12327.98,20656.81,24291.19,0.13
2018-02-14,7.94,8.06,8.02,7.86,10752.8,0.13,1.65,7.964,8.067,8.214,12960.64,25024.29,25086.82,0.15
2018-02-13,7.97,8.04,7.89,7.86,11020.36,-0.04,-0.5,7.976,8.107,8.23,14728.86,27388.85,27000.9,0.16
2018-02-12,7.96,8.02,7.93,7.93,10533.0,-0.05,-0.63,8.036,8.167,8.262,23970.39,31077.26,29555.88,0.15
2018-02-09,7.91,8.04,7.98,7.73,19989.02,-0.02,-0.25,8.078,8.207,8.283,26093.07,32329.18,30487.81,0.28
2018-02-08,8.11,8.12,8.0,7.98,12508.0,-0.08,-0.99,8.11,8.254,8.303,28985.64,33280.97,31070.16,0.18
2018-02-07,8.1,8.15,8.08,8.0,19593.91,-0.11,-1.34,8.17,8.287,8.317,37087.94,33759.61,31425.74,0.28
2018-02-06,7.99,8.19,8.19,7.73,57228.02,0.05,0.61,8.238,8.311,8.328,40048.84,34054.62,31553.5,0.81
2018-02-05,8.13,8.15,8.14,7.99,21146.4,0.0,0.0,8.298,8.326,8.337,38184.12,29971.42,30066.2,0.3
2018-02-02,8.24,8.25,8.14,7.96,34451.88,-0.16,-1.93,8.336,8.346,8.35,38565.28,29525.04,31528.56,0.49
2018-02-01,8.4,8.4,8.3,8.12,53019.5,-0.12,-1.43,8.398,8.357,8.356,37576.3,27925.57,30625.59,0.75
2018-01-31,8.43,8.48,8.42,8.28,34398.38,-0.07,-0.82,8.404,8.36,8.354,30431.28,25149.35,29080.48,0.48
2018-01-30,8.34,8.52,8.49,8.26,47904.46,0.16,1.92,8.384,8.352,8.346,28060.4,26612.94,28406.49,0.68
2018-01-29,8.45,8.47,8.33,8.3,23052.18,-0.12,-1.42,8.354,8.356,8.331,21758.71,28034.51,26796.91,0.32
2018-01-26,8.32,8.46,8.45,8.29,29507.0,0.12,1.44,8.356,8.358,8.321,20484.8,28646.45,26224.93,0.42
2018-01-25,8.32,8.38,8.33,8.31,17294.38,0.01,0.12,8.316,8.352,8.303,18274.83,28859.35,25259.49,0.24
2018-01-24,8.35,8.38,8.32,8.28,22544.0,-0.02,-0.24,8.316,8.346,8.289,19867.42,29091.86,24966.17,0.32
2018-01-23,8.32,8.38,8.34,8.32,16396.0,0.0,0.0,8.32,8.345,8.276,25165.48,29052.37,24925.94,0.23
2018-01-22,8.23,8.34,8.34,8.22,16682.6,0.09,1.09,8.358,8.348,8.254,34310.31,30160.97,25703.87,0.24
2018-01-19,8.32,8.34,8.25,8.24,18457.17,-0.08,-0.96,8.36,8.353,8.241,36808.1,33532.08,25900.87,0.26
2018-01-18,8.31,8.45,8.33,8.3,25257.34,-0.01,-0.12,8.388,8.355,8.236,39443.87,33325.62,25905.58,0.36
2018-01-17,8.5,8.5,8.34,8.3,49034.31,-0.19,-2.23,8.376,8.347,8.224,38316.3,33011.61,25303.06,0.69
2018-01-16,8.33,8.53,8.53,8.29,62120.11,0.18,2.16,8.37,8.339,8.212,32939.26,30200.04,23566.57,0.88
2018-01-15,8.35,8.45,8.35,8.25,29171.59,-0.04,-0.48,8.338,8.306,8.191,26011.64,25559.32,21228.41,0.41
2018-01-12,8.3,8.39,8.39,8.27,31636.02,0.12,1.45,8.346,8.283,8.183,30256.06,23803.42,20791.72,0.45
2018-01-11,8.29,8.35,8.27,8.23,19619.46,-0.04,-0.48,8.322,8.254,8.171,27207.36,21659.63,20163.21,0.28
2018-01-10,8.36,8.4,8.31,8.27,22149.14,-0.06,-0.72,8.318,8.232,8.169,27706.92,20840.48,20033.55,0.31
2018-01-09,8.36,8.48,8.37,8.35,27482.0,-0.02,-0.24,8.308,8.207,8.16,27460.82,20799.51,19670.51,0.39
2018-01-08,8.27,8.42,8.39,8.26,50393.66,0.12,1.45,8.274,8.16,8.151,25106.99,21246.77,19247.08,0.71
2018-01-05,8.22,8.29,8.27,8.22,16392.54,0.02,0.24,8.22,8.129,8.145,17350.77,18269.66,17808.26,0.23
2018-01-04,8.26,8.29,8.25,8.24,22117.28,-0.01,-0.12,8.186,8.117,8.137,16111.89,18485.55,18018.5,0.31
2018-01-03,8.17,8.26,8.26,8.16,20918.6,0.06,0.73,8.146,8.1,8.136,13974.04,17594.5,18812.18,0.29
2018-01-02,8.12,8.3,8.2,8.12,15712.86,0.08,0.98,8.106,8.085,8.14,14138.21,16933.1,19611.26,0.22
2017-12-29,8.17,8.17,8.12,8.09,11612.59,0.02,0.25,8.046,8.075,8.15,17386.55,16897.51,21083.36,0.16
2017-12-28,8.05,8.14,8.1,8.01,10198.14,0.05,0.62,8.038,8.082,8.155,19188.55,17780.03,21263.28,0.14
2017-12-27,8.02,8.14,8.05,8.02,11428.0,-0.01,-0.12,8.048,8.087,8.16,20859.21,18666.79,21873.88,0.16
2017-12-26,7.9,8.1,8.06,7.85,21739.44,0.16,2.02,8.054,8.106,8.172,21214.97,19226.62,22687.35,0.31
2017-12-25,8.03,8.06,7.9,7.77,31954.57,-0.18,-2.23,8.064,8.112,8.181,19727.99,18541.51,23109.76,0.45
2017-12-22,8.1,8.14,8.08,8.07,20622.61,-0.07,-0.86,8.104,8.142,8.2,16408.48,17247.39,24545.99,0.29
2017-12-21,8.08,8.16,8.15,8.07,18551.42,0.07,0.87,8.126,8.16,8.204,16371.5,17346.86,24697.64,0.26
2017-12-20,8.13,8.15,8.08,8.07,13206.79,-0.03,-0.37,8.126,8.156,8.201,16474.37,17551.44,25685.22,0.19
2017-12-19,8.09,8.18,8.11,8.09,14304.58,0.01,0.12,8.158,8.171,8.216,17238.27,20029.87,27284.93,0.2
2017-12-18,8.19,8.21,8.1,8.1,15357.0,-0.09,-1.1,8.16,8.195,8.231,17355.03,22289.42,29211.49,0.22
2017-12-15,8.15,8.19,8.19,8.11,20437.7,0.04,0.49,8.18,8.224,8.25,18086.3,25269.21,32066.36,0.29
2017-12-14,8.21,8.21,8.15,8.13,19065.77,-0.09,-1.09,8.194,8.227,8.252,18322.23,24746.53,34038.45,0.27
2017-12-13,8.14,8.24,8.24,8.11,17026.32,0.12,1.48,8.186,8.232,8.26,18628.51,25080.96,35498.36,0.24
2017-12-12,8.18,8.19,8.12,8.11,14888.38,-0.08,-0.98,8.184,8.237,8.262,22821.46,26148.07,37774.32,0.21
2017-12-11,8.23,8.31,8.2,8.16,19013.35,-0.06,-0.73,8.23,8.25,8.27,27223.81,27678.0,38490.42,0.27
2017-12-08,8.1,8.26,8.26,8.1,21617.31,0.15,1.85,8.268,8.258,8.274,32452.12,31844.59,38723.68,0.3
2017-12-07,8.19,8.19,8.11,8.1,20597.2,-0.12,-1.46,8.26,8.247,8.273,31170.82,32048.41,38776.58,0.29
2017-12-06,8.34,8.34,8.23,8.06,37991.05,-0.12,-1.44,8.278,8.245,8.276,31533.41,33819.0,38938.43,0.54
2017-12-05,8.4,8.4,8.35,8.29,36900.13,-0.04,-0.48,8.29,8.26,8.271,29474.68,34540.0,37835.02,0.52
2017-12-04,8.2,8.43,8.39,8.2,45154.93,0.17,2.07,8.27,8.267,8.261,28132.2,36133.56,37238.13,0.64
2017-12-01,8.18,8.26,8.22,8.16,15210.81,0.02,0.24,8.248,8.275,8.246,31237.05,38863.5,36722.36,0.21
2017-11-30,8.24,8.27,8.2,8.18,22410.15,-0.09,-1.09,8.234,8.277,8.244,32926.0,43330.38,39058.32,0.32
2017-11-29,8.24,8.35,8.29,8.22,27697.4,0.04,0.48,8.212,8.287,8.246,36104.59,45915.77,39715.02,0.39
2017-11-28,8.22,8.33,8.25,8.2,30187.69,-0.03,-0.36,8.23,8.286,8.242,39605.32,49400.57,39130.09,0.43
2017-11-27,8.38,8.46,8.28,8.27,60679.19,0.13,1.59,8.264,8.29,8.237,44134.92,49302.83,38336.91,0.86
2017-11-24,8.05,8.18,8.15,8.02,23655.59,0.06,0.74,8.302,8.29,8.224,46489.95,45602.78,36336.6,0.33
2017-11-23,8.35,8.37,8.09,8.0,38303.07,-0.29,-3.46,8.32,8.299,8.226,53734.76,45504.74,36098.37,0.54
2017-11-22,8.41,8.46,8.38,8.31,45201.07,-0.04,-0.47,8.362,8.307,8.231,55726.94,44057.85,34993.9,0.64
2017-11-21,8.41,8.48,8.42,8.34,52835.68,-0.05,-0.59,8.342,8.282,8.222,59195.82,41130.04,33631.54,0.74
