date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-03-29,5.61,5.64,5.57,5.43,30686.78,0.05,0.91,5.334,5.389,5.394,33057.59,26517.06,32925.78,0.87
2018-03-28,5.23,5.6,5.52,5.22,51861.65,0.16,2.98,5.3,5.378,5.381,31032.99,26184.78,33051.84,1.47
2018-03-27,5.26,5.45,5.36,5.2,24099.54,0.17,3.28,5.272,5.376,5.362,25253.11,25188.44,31343.91,0.68
2018-03-26,5.03,5.21,5.19,4.93,26425.59,0.16,3.18,5.3,5.411,5.352,24233.45,31212.58,31162.19,0.75
2018-03-23,5.32,5.33,5.03,4.93,32214.4,-0.37,-6.85,5.362,5.441,5.351,22534.44,33800.26,30924.41,0.91
2018-03-22,5.39,5.47,5.4,5.35,20563.78,0.02,0.37,5.444,5.486,5.353,19976.53,35600.45,30278.48,0.58
2018-03-21,5.49,5.56,5.38,5.38,22962.23,-0.12,-2.18,5.456,5.478,5.334,21336.57,36582.62,29719.31,0.65
2018-03-20,5.45,5.52,5.5,5.37,19001.25,0.0,0.0,5.48,5.464,5.313,25123.77,37421.69,29155.64,0.54
2018-03-19,5.44,5.55,5.5,5.42,17930.55,0.06,1.1,5.522,5.449,5.29,38191.71,38904.39,29138.92,0.51
2018-03-16,5.46,5.51,5.44,5.4,19424.83,-0.02,-0.37,5.52,5.42,5.265,45066.08,38621.16,29112.36,0.55
2018-03-15,5.47,5.48,5.46,5.34,27364.0,-0.04,-0.73,5.528,5.398,5.239,51224.37,39334.51,29471.68,0.78
2018-03-14,5.63,5.66,5.5,5.5,41898.24,-0.21,-3.68,5.5,5.384,5.222,51828.66,39918.91,29301.48,1.19
2018-03-13,5.47,5.74,5.71,5.47,84340.93,0.22,4.01,5.448,5.348,5.197,49719.61,37499.39,28152.59,2.4
2018-03-12,5.48,5.59,5.49,5.43,52302.4,0.01,0.18,5.376,5.292,5.16,39617.08,31111.79,25273.86,1.49
2018-03-09,5.3,5.49,5.48,5.3,50216.26,0.16,3.01,5.32,5.26,5.137,32176.24,28048.56,23327.04,1.43
2018-03-08,5.19,5.33,5.32,5.19,30385.47,0.08,1.53,5.268,5.22,5.113,27444.65,24956.5,21876.09,0.86
2018-03-07,5.3,5.36,5.24,5.21,31353.0,-0.11,-2.06,5.268,5.189,5.103,28009.15,22856.0,21997.98,0.89
2018-03-06,5.21,5.37,5.35,5.16,33828.26,0.14,2.69,5.248,5.162,5.116,25279.16,20889.58,21817.02,0.96
2018-03-05,5.18,5.27,5.21,5.15,15098.23,-0.01,-0.19,5.208,5.131,5.137,22606.51,19373.45,20845.45,0.43
2018-03-02,5.26,5.38,5.22,5.19,26558.3,-0.1,-1.88,5.2,5.11,5.166,23920.88,19603.56,21487.21,0.75
2018-03-01,5.11,5.33,5.32,5.11,33207.97,0.18,3.5,5.172,5.079,5.204,22468.36,19608.85,22094.98,0.94
2018-02-28,5.14,5.18,5.14,5.06,17703.04,-0.01,-0.19,5.11,5.059,5.244,17702.84,18684.05,22989.19,0.5
2018-02-27,5.15,5.2,5.15,5.12,20464.99,-0.02,-0.39,5.076,5.045,5.288,16499.99,18805.79,23715.13,0.58
2018-02-26,5.07,5.2,5.17,5.04,21670.12,0.09,1.77,5.054,5.027,5.323,16140.4,19435.93,23408.06,0.62
2018-02-23,5.05,5.11,5.08,5.0,19295.66,0.07,1.4,5.02,5.013,5.355,15286.24,18605.52,23069.56,0.55
2018-02-22,5.05,5.05,5.01,4.95,9380.4,0.04,0.81,4.986,5.005,5.389,16749.34,18795.67,23004.28,0.27
2018-02-14,5.04,5.04,4.97,4.95,11688.8,-0.07,-1.39,5.008,5.016,5.427,19665.26,21139.96,23399.36,0.33
2018-02-13,5.01,5.07,5.04,4.98,18667.0,0.04,0.8,5.014,5.07,5.466,21111.58,22744.47,23839.16,0.53
2018-02-12,4.95,5.05,5.0,4.92,17399.32,0.09,1.83,5.0,5.142,5.504,22731.46,22317.45,23582.29,0.49
2018-02-09,5.05,5.05,4.91,4.89,26611.2,-0.21,-4.1,5.006,5.221,5.542,21924.81,23370.86,24001.96,0.76
2018-02-08,5.0,5.14,5.12,4.93,23959.96,0.12,2.4,5.024,5.328,5.594,20841.99,24581.11,23572.08,0.68
